"","ID","Loss","NB","EXPOSURE","POWER","AGECAR","AGEDRIVER","BRAND","GAZ","REGION","DENSITY"
"14436",352756,205,1,0.08,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14437",352776,591,1,0.57,"f","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R24","[0,40]"
"14438",352786,1202,1,0.39,"e","[0,1]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R11","(4.5e+03,Inf]"
"14439",352800,1206,1,1,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14440",352806,1375,1,0.52,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14441",352815,1177,1,0.33,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"14442",352816,1142,1,1,"f","[0,1]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"14443",352817,598,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14444",352819,1124,1,1,"d","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14445",352846,1182,1,1,"j","(4,15]","(42,74]","Fiat","Regular","R24","(500,4.5e+03]"
"14446",352850,3986,1,0.91,"j","[0,1]","(26,42]","other","Diesel","R24","[0,40]"
"14447",352858,580,1,0.75,"g","[0,1]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","[0,40]"
"14448",352901,1231,1,0.39,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14449",352958,1180,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14450",352972,210837,1,0.36,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14451",352975,1291,1,1,"h","(4,15]","(42,74]","Fiat","Diesel","R24","(200,500]"
"14452",352983,1173,1,0.86,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14453",352999,218,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14454",353014,1241,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14455",353018,1231,1,1,"h","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R74","[0,40]"
"14456",353029,1216,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R74","(200,500]"
"14457",353034,1219,1,0.26,"f","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R52","(40,200]"
"14458",353076,1231,1,1,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R52","(40,200]"
"14459",353079,1222,1,1,"h","[0,1]","(74,Inf]","Japanese (except Nissan) or Korean","Diesel","R52","(200,500]"
"14460",353089,1207,1,0.57,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R74","[0,40]"
"14461",353107,1248,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R74","(200,500]"
"14462",353156,3758,2,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"14463",353156,1223,2,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"14464",353185,1197,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(200,500]"
"14465",353204,424,1,0.95,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R74","[0,40]"
"14466",353212,2358,1,0.36,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"14467",353227,1142,1,0.42,"g","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"14468",353263,1261,1,0.76,"i","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14469",353286,576,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(200,500]"
"14470",353312,1243,2,0.92,"i","(4,15]","(42,74]","other","Regular","R24","(40,200]"
"14471",353312,1235,2,0.92,"i","(4,15]","(42,74]","other","Regular","R24","(40,200]"
"14472",353327,2780,1,0.35,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14473",353399,1192,1,0.79,"l","(1,4]","(26,42]","Mercedes, Chrysler or BMW","Regular","R52","(500,4.5e+03]"
"14474",353440,1156,1,1,"e","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R52","[0,40]"
"14475",353456,1176,2,0.96,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(500,4.5e+03]"
"14476",353456,1171,2,0.96,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(500,4.5e+03]"
"14477",353550,1191,1,1,"f","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14478",353561,1207,1,0.76,"e","(4,15]","(17,22]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(500,4.5e+03]"
"14479",353610,1260,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14480",353692,1186,1,0.83,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R74","(200,500]"
"14481",353702,760,1,0.64,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","[0,40]"
"14482",353728,926,1,0.69,"g","(4,15]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","[0,40]"
"14483",353791,251,1,0.89,"k","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"14484",353837,96,1,0.75,"g","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"14485",353910,1809,1,0.67,"e","[0,1]","(26,42]","Opel, General Motors or Ford","Regular","R72","(500,4.5e+03]"
"14486",353940,1140,1,1,"g","(1,4]","(74,Inf]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"14487",353941,3206,1,0.14,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R72","[0,40]"
"14488",353966,1142,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"14489",353982,1145,1,0.89,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"14490",353997,1221,1,1,"j","(1,4]","(74,Inf]","Japanese (except Nissan) or Korean","Regular","R72","[0,40]"
"14491",354051,5034,1,1,"e","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"14492",354071,1108,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R72","(200,500]"
"14493",354074,1220,1,1,"i","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R72","(200,500]"
"14494",354142,1811,1,1,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R72","(500,4.5e+03]"
"14495",354145,1098,1,1,"g","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R72","(500,4.5e+03]"
"14496",354146,150,1,1,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"14497",354159,1208,1,1,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"14498",354166,1662,1,0.7,"k","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R72","(40,200]"
"14499",354188,1229,1,1,"d","(4,15]","(42,74]","other","Regular","R72","(500,4.5e+03]"
"14500",354206,1174,1,1,"d","(1,4]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R54","(40,200]"
"14501",354213,2602,1,0.14,"d","(15,Inf]","(17,22]","Opel, General Motors or Ford","Diesel","R72","(40,200]"
"14502",354221,563,1,1,"j","[0,1]","(26,42]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"14503",354243,1122,1,1,"e","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"14504",354286,1207,1,0.39,"d","(1,4]","(22,26]","Renault, Nissan or Citroen","Diesel","R11","(4.5e+03,Inf]"
"14505",354321,4239,1,0.26,"k","(1,4]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R24","(200,500]"
"14506",354323,318,1,0.55,"d","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14507",354327,193,2,0.53,"d","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14508",354327,10000,2,0.53,"d","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14509",354383,583,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14510",354415,1191,1,1,"i","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14511",354437,1204,1,1,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14512",354477,83,2,0.82,"f","[0,1]","(42,74]","Japanese (except Nissan) or Korean","Diesel","R54","(500,4.5e+03]"
"14513",354477,81,2,0.82,"f","[0,1]","(42,74]","Japanese (except Nissan) or Korean","Diesel","R54","(500,4.5e+03]"
"14514",354479,1232,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(500,4.5e+03]"
"14515",354487,1172,1,0.89,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(500,4.5e+03]"
"14516",354515,79,1,0.18,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R54","[0,40]"
"14517",354546,1209,1,0.8,"d","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R54","[0,40]"
"14518",354557,2971,1,0.5,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"14519",354577,13532,1,0.93,"j","[0,1]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R54","(500,4.5e+03]"
"14520",354593,67,1,0.74,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","[0,40]"
"14521",354601,1246,1,0.43,"h","(4,15]","(26,42]","other","Diesel","R54","(200,500]"
"14522",354607,1213,1,0.76,"j","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R54","(500,4.5e+03]"
"14523",354618,1196,1,0.64,"d","(4,15]","(17,22]","Fiat","Regular","R54","(500,4.5e+03]"
"14524",354630,185,1,0.58,"h","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R31","(500,4.5e+03]"
"14525",354642,2438,1,0.11,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R31","(500,4.5e+03]"
"14526",354686,1237,1,0.1,"j","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R31","(200,500]"
"14527",354705,607,1,0.36,"n","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R31","(500,4.5e+03]"
"14528",354706,1346,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R31","(500,4.5e+03]"
"14529",354719,893,1,0.31,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R23","(40,200]"
"14530",354721,1152,1,0.93,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R31","(500,4.5e+03]"
"14531",354740,1130,2,0.66,"g","(15,Inf]","(22,26]","Renault, Nissan or Citroen","Regular","R31","(500,4.5e+03]"
"14532",354740,1247,2,0.66,"g","(15,Inf]","(22,26]","Renault, Nissan or Citroen","Regular","R31","(500,4.5e+03]"
"14533",354770,626,1,0.19,"e","(15,Inf]","(17,22]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"14534",354775,749,1,0.71,"h","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R53","(500,4.5e+03]"
"14535",354792,1197,1,0.25,"j","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R53","(500,4.5e+03]"
"14536",354823,1179,1,0.78,"e","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14537",354831,1243,2,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14538",354831,597,2,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14539",354852,1745,1,1,"g","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R11","(500,4.5e+03]"
"14540",354861,88,1,1,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14541",354884,1179,2,1,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14542",354884,1253,2,1,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14543",354889,77,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14544",354964,1193,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14545",354987,1203,1,1,"e","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R25","(40,200]"
"14546",354988,1194,1,0.15,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R25","(200,500]"
"14547",355057,509,1,0.16,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14548",355082,1636,1,0.07,"e","(4,15]","(22,26]","Opel, General Motors or Ford","Diesel","R24","(500,4.5e+03]"
"14549",355114,1134,1,0.65,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14550",355115,1668,1,0.34,"e","(1,4]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"14551",355125,425,1,1,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R11","(4.5e+03,Inf]"
"14552",355129,90,1,1,"g","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14553",355150,3282,1,1,"e","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14554",355234,132,1,0.53,"h","(4,15]","(26,42]","Fiat","Regular","R11","(4.5e+03,Inf]"
"14555",355294,2977,1,0.08,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"14556",355297,1998,2,1,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R72","(500,4.5e+03]"
"14557",355297,1199,2,1,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R72","(500,4.5e+03]"
"14558",355300,99,1,1,"f","[0,1]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R53","(500,4.5e+03]"
"14559",355313,2631,1,1,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"14560",355364,896,1,0.06,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"14561",355460,1212,1,1,"g","(4,15]","(42,74]","other","Diesel","R53","(40,200]"
"14562",355480,1261,1,0.95,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"14563",355500,808,1,0.05,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"14564",355531,1311,1,0.71,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"14565",355532,2138,1,0.5,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(200,500]"
"14566",355595,1532,1,0.71,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R11","(500,4.5e+03]"
"14567",355596,3134,1,0.4,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R11","[0,40]"
"14568",355658,1216,1,0.78,"j","[0,1]","(26,42]","Mercedes, Chrysler or BMW","Regular","R24","(500,4.5e+03]"
"14569",355687,584,1,0.36,"g","(4,15]","(17,22]","Volkswagen, Audi, Skoda or Seat","Regular","R11","(40,200]"
"14570",355689,1221,2,0.88,"d","[0,1]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"14571",355689,1694,2,0.88,"d","[0,1]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"14572",355708,604,1,1,"d","[0,1]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"14573",355713,1226,1,1,"h","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R11","(500,4.5e+03]"
"14574",355725,30836,1,0.69,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"14575",355726,1277,1,1,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R11","(200,500]"
"14576",355737,588,1,1,"f","[0,1]","(42,74]","Fiat","Regular","R24","(200,500]"
"14577",355743,779,1,1,"d","(4,15]","(17,22]","Opel, General Motors or Ford","Diesel","R24","(200,500]"
"14578",355749,1135,1,1,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14579",355758,907,1,0.91,"e","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R11","(4.5e+03,Inf]"
"14580",355764,1211,2,0.63,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14581",355764,195,2,0.63,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14582",355766,1181,1,0.31,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14583",355777,74,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14584",355784,141,1,1,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(500,4.5e+03]"
"14585",355791,8637,1,0.5,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"14586",355814,1165,1,1,"d","(1,4]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(200,500]"
"14587",355826,826,1,0.56,"d","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14588",355843,1226,1,1,"h","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"14589",355883,1222,1,0.57,"f","[0,1]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14590",355929,152,1,0.83,"j","(15,Inf]","(17,22]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14591",355935,1187,2,1,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14592",355935,1153,2,1,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14593",355951,4234,1,0.67,"g","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14594",355968,76,1,0.77,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14595",356011,103,1,1,"j","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14596",356027,1216,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14597",356085,1189,1,0.13,"f","(4,15]","(42,74]","Fiat","Diesel","R52","(500,4.5e+03]"
"14598",356139,753,1,0.31,"h","(4,15]","(17,22]","Volkswagen, Audi, Skoda or Seat","Regular","R54","(40,200]"
"14599",356140,3235,1,0.06,"i","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R54","(40,200]"
"14600",356147,79,1,0.84,"m","[0,1]","(26,42]","other","Diesel","R54","(40,200]"
"14601",356157,420,1,0.77,"f","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"14602",356304,1287,1,1,"k","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"14603",356313,1232,1,1,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14604",356315,129,2,1,"d","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14605",356315,268,2,1,"d","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14606",356326,1226,1,1,"g","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14607",356330,127,1,0.59,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"14608",356338,1173,1,0.34,"h","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14609",356350,1207,2,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14610",356350,571,2,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14611",356358,1932,1,0.4,"h","(4,15]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","(500,4.5e+03]"
"14612",356419,40844,1,0.66,"g","(15,Inf]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14613",356469,488,1,0.39,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R72","[0,40]"
"14614",356497,1673,1,1,"g","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"14615",356516,1222,1,0.75,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R72","(40,200]"
"14616",356532,3165,1,0.85,"f","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R72","(500,4.5e+03]"
"14617",356538,1267,1,0.74,"g","(15,Inf]","(26,42]","Opel, General Motors or Ford","Regular","R72","(500,4.5e+03]"
"14618",356571,1280,1,0.58,"g","(4,15]","(17,22]","Mercedes, Chrysler or BMW","Regular","R24","(40,200]"
"14619",356604,1238,2,0.47,"e","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"14620",356604,680,2,0.47,"e","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"14621",356671,1179,1,0.3,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R53","(40,200]"
"14622",356688,1413,1,0.6,"g","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"14623",356736,1510,1,0.38,"g","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Regular","R52","(500,4.5e+03]"
"14624",356834,108,1,1,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14625",356840,1172,1,1,"f","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14626",356843,4557,1,0.1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"14627",356889,1086,1,0.29,"f","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14628",356890,1167,1,1,"d","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R24","(40,200]"
"14629",356947,1160,1,1,"h","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14630",356956,892,1,1,"g","[0,1]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(200,500]"
"14631",356995,1259,1,0.36,"d","(15,Inf]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14632",356996,1244,1,0.62,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14633",357025,38,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14634",357041,610,1,0.98,"f","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14635",357062,3681,1,0.21,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14636",357074,1171,1,0.79,"g","(4,15]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","[0,40]"
"14637",357076,1530,1,0.14,"g","(4,15]","(17,22]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(200,500]"
"14638",357092,1188,1,0.4,"h","[0,1]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14639",357111,584,1,0.64,"h","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"14640",357142,1205,1,0.5,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"14641",357189,1209,1,0.28,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"14642",357263,1162,1,0.84,"g","(4,15]","(42,74]","other","Diesel","R24","(200,500]"
"14643",357273,1752,1,0.27,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14644",357280,3216,1,1,"f","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R24","(200,500]"
"14645",357295,919,1,0.14,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"14646",357307,316,1,0.96,"g","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"14647",357309,1242,1,0.44,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14648",357319,615,1,0.92,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"14649",357333,704,1,0.86,"g","(4,15]","(17,22]","Mercedes, Chrysler or BMW","Regular","R24","(40,200]"
"14650",357407,1252,1,0.97,"g","[0,1]","(42,74]","Opel, General Motors or Ford","Diesel","R25","(40,200]"
"14651",357448,1177,1,0.76,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R74","[0,40]"
"14652",357455,85,1,0.86,"k","(1,4]","(26,42]","other","Diesel","R23","(200,500]"
"14653",357458,3276,1,0.98,"k","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R25","(40,200]"
"14654",357461,1251,1,0.98,"h","(4,15]","(26,42]","Japanese (except Nissan) or Korean","Diesel","R25","(200,500]"
"14655",357472,194,1,0.84,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R25","(200,500]"
"14656",357483,1241,1,0.67,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R23","(40,200]"
"14657",357540,1213,2,0.42,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"14658",357540,2013,2,0.42,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"14659",357652,2615,1,1,"e","(4,15]","(22,26]","Volkswagen, Audi, Skoda or Seat","Diesel","R53","(500,4.5e+03]"
"14660",357673,1229,1,1,"d","[0,1]","(22,26]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"14661",357692,824,1,1,"g","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"14662",357702,5183,1,1,"f","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R52","(500,4.5e+03]"
"14663",357704,1576,1,1,"k","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"14664",357735,911,1,1,"o","[0,1]","(42,74]","Mercedes, Chrysler or BMW","Regular","R52","(200,500]"
"14665",357763,1156,1,0.39,"d","(1,4]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(200,500]"
"14666",357766,8854,1,0.13,"d","(15,Inf]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
